,data_clean,created_at,location,sentimen
2858,anak buah presiden jokowi status menteri wakil menteri kepala lembaga negara jerat korupsi lengkap kaleidoskop drama sambo pusar korupsi anak buah jokowi,2023-12-29,Jakarta,Negatif
2859,presiden madura united achsanul qosasi tetap sangka duga korupsi proyek menara bts hadap situasi pelik manajer madura united umar wachdin campur,2023-11-03,Indonesia,Negatif
2860,korupsi magetan ngendon kejar tunggu audit magetan korupsi tangan jaksa negeri kejar magetan ngendon via,2023-12-29,Surabaya,Negatif
2861,juru bicara korupsi makan ubah bahaya kemarin kader nasional demokrat orang bahaya jaksa agung sebut tahan indra charismiadji langgar instruksi jaksa agung tunda usut korupsi tppu,2023-12-28,"Banten, Indonesia",Positif
2862,demo kejar bangkal warga desak tuntas korupsi dana desa bangkal puluh warga desa dlambah dajah camat tanah merah kabupaten bangkal via,2023-12-28,Surabaya,Positif
2863,madura united hilang motivasi hidup tepat kabar korupsi presiden achsanul qosasi klub juluk laskar sapeh kerrab bekuk bal united skor pekan liga kamis,2023-11-23,Indonesia,Negatif
2864,stabilitas madura united iring skandal korupsi pimpin,2023-11-04,Indonesia,Negatif
2865,presiden federation of international football association duga libat praktik kolusi jabat kait skandal korupsi landa badan sepak bola dunia jaksa swiss umum batal proses pidana gianni infantino,2023-10-27,Indonesia,Positif
2866,fan suporter lempar uang palsu serang kait korupsi suap wasit,2023-03-13,Indonesia,Negatif
2867,tim sidik komisi berantas korupsi limpah berkas perkara duga korupsi tppu sangka mantan wali kota bima muhammad lutfi tim jaksa tuntut umum sidang,2023-12-29,NKRI,Positif
2868,temu kaesang singgung korupsi proyek bts dampak jaring internet ende,2023-12-28,,Negatif
2869,rugi negara korupsi hasil ungkap polisi daerah sulawesi utara selamat rupiah,2023-12-29,,Positif
2870,upaya komisi berantas korupsi komisi berantas korupsi ungkap ringkus buron suap kait ganti antarwaktu paw anggota dewan wakil rakyat ri periode harun mas tugas tuntas sumber,2023-12-28,Jakarta - Indonesia,Negatif
2871,sandung korupsi wali kota bima lutfi sidang,2023-12-29,Jakarta,Negatif
2872,calon wakil presiden nomor urut muhaimin iskandar sindir berantas korupsi nilai semrawut cak imin tegak hukum korupsi tetap sangka korupsi lt,2023-12-28,Jakarta,Negatif
2873,capai kerja kepala polisi republik indonesia korupsi dagang orang,2023-12-27,Indonesia,Positif
2874,kaleidoskop menteri wakil menteri jokowi sangka duga korupsi,2023-12-29,Indonesia,Negatif
2875,tim sidik direktorat sidi jaksa agung muda bidang tindak pidana khusus jampidsus jaksa agung sita keping logam mulia duga korupsi kelola giat usaha komoditi emas,2023-12-29,Jakarta - Indonesia,Positif
2876,kaleidoskop korupsi lukas enembe firli bahuri rafael alun syahrul yasin limpo,2023-12-29,Indonesia,Negatif
2877,airlangga ancam sih lurah paksa mendukungmenggolkan sih belimbing sayur calon wakil presiden masuk penjara korupsi minyak goreng tutup,2023-12-30,"Parakansalak, Indonesia",Negatif
2878,karen jokowi boediono saksi duga korupsi lng,2023-12-30,,Negatif
2879,airlangga periksa saksi dugaaan korupsi beri izin ekspor minyak sawit mentah crude palm oilcpo turun industri kelapa sawit minyak goreng periode januari april,2023-07-25,,Negatif
2880,kejat lampung resmi tetap orang inisial fn an sangka duga korupsi dana hibah koni lampung anggar,2023-12-28,,Positif
2881,jaksa kejat lampung simpang duga korupsi komite olahraga nasional indonesia koni lampung anggar,2023-12-29,,Positif
2882,mahfud klaim tangan korupsipencucian uang rupiah triliun,2023-12-30,,Negatif
2883,duga korupsi dana hibah koni banten henti,2023-12-28,Jakarta,Positif
2884,duga korupsi dana hibah komite olahraga nasional indonesia koni lampung pasuk babak ada urus sangka,2023-12-28,,Positif
2885,kabag berita komisi berantas korupsi ali fikri beber gamblang duga korupsi usut,2023-06-15,,Negatif
2886,komisi berantas korupsi tetap puluh orang sangka langsung tahan duga korupsi proyek bangun baik rel kereta api jawa sumatra sulawesi,2023-07-14,,Positif
2887,proyek bts kendala korupsi tuntas,2023-12-30,Jakarta,Negatif
2888,polisi daerah lampung tetap orang sangka korupsi bendung margatiga,2023-12-29,Jakarta,Positif
2889,firli bahuri duga peras syl kait usut korupsi menteri tani,2023-12-29,Jakarta,Negatif
2890,mantan komisioner komisi pilih komisi pemelihan umum wahyu setiawan komisi berantas korupsi komisi berantas korupsi tangkap sangka suap harun mas lt,2023-12-28,Jakarta,Negatif
2891,pidana suap mantan anggota komisi pilih komisi pemelihan umum wahyu setiawan sedia bantu komisi berantas korupsi komisi berantas korupsi ada harun mas buron lt,2023-12-29,Jakarta,Negatif
2892,misteri tinggal aparatur sipil negara iwan paulus ungkap laku aparatur sipil negara kota semarang jasad temu kepala tangan hangus bakar hilang saksi korupsi thread,2024-09-13,,Negatif
2893,tantang utama lindung saksi korban korupsi indonesia thread,2024-09-16,"Kota Yogyakarta, Yogyakarta",Negatif
2894,modus koruptor bangun jalan gerogot uang rakyat jaksa sumatra utara tahan anggota dewan wakil rakyat daerah sumatra utara inisial juta sangka duga korupsi proyek jalan kabupaten toba rugi uang negara rupiah,2024-09-07,Indonesia,Negatif
2895,bela in login kaskus malam tampil screenshoot tanda panah kesana kesini logis fufufafa posting isi pembelaanpembelaan gatot mantan gubernur kena korupsi thread hapus ada jejak moga paham,2024-09-16,"Kebumen, Indonesia",Negatif
2896,patut duga ada gratifikasi cuci duit korupsi jujur,2024-09-18,Bumi belahan timur_jln.arafura,Negatif
2897,nama presiden joko widodo disebutsebut sidang duga korupsi tata niaga komoditas timah pt timah tbk saksi hadir mantan kepala unit produksi pt timah tbk wilayah bangka belitung ali samsuri ali singgung perintah jokowi,2024-09-12,Jakarta Capital Region,Positif
2898,sih luhut oligar jabat menteri dukung laku korupsi indonesia jabat duta besar singapura dukung rencana famili office indonesia nama kali panam pandora papers,2024-09-17,"DKI Jakarta, Indonesia",Negatif
2899,rakyat cekik pajak sisi korupsi libat pegawai direktorat jenderal pajak menteri uang ungkap tonjol jerat pegawai direktorat jenderal pajak tingkat pusat daerah reformasi,2024-09-13,"DKI Jakarta, Indonesia",Negatif
2900,foto nikah ala princess disneyland idam orang bahagia selebriti instagram rachel vennya suami resmi cerai ria ricis suami ambang cerai sandra dewi suami jerat korupsi rugi,2024-03-28,대전,Negatif
2901,komisi berantas korupsi era konsisten usut korupsi kalang oposisi jabat perintah politis,2024-09-16,Indonesia,Negatif
2902,kawal korupsi besar indonesia libat helena lim crazy rich pik harvey moeis suami sandra dewi orang sangka total rugi negara rupiah triliun,2024-03-27,Indonesia,Positif
2903,mati faizal basri libat blok medan korupsi nikel terang an meyebut nama bobby nasution mantu jokowi,2024-09-12,multiverse,Negatif
2904,anjir shock guys suami sandra dewi tangkap polisi korupsi,2024-03-27,대전,Positif
2905,sih tuju aliansi mahasiswa komisi berantas korupsi periksa sunarto duga skandal korupsi serius ya tinggal nih,2024-09-14,,Negatif
2906,korupsi tambang ilegal timah triliun bahlil rapat tutup buka biar rakyat paham,2024-09-07,Tangerang Raya,Positif
2907,artis raffi ahmad disebutsebut libat skandal cuci uang hasil jahat korupsi jabat nyata nasional corruption watch ncw ketua ncw hanifa sutrisna raffi ahmad duga libat cuci uang milik,2024-02-02,대전,Negatif
2908,mbakmbak istri pidana korupsi alquran korupsi alquran,2024-02-13,Dapil Jabar VI : Bekasi-Depok,Negatif
2909,selebritas sandra dewi periksa jaksa agung jam rabu pemerikasaan sandra dewi delapan pagi kait duga korupsi tata niaga timah jerat suami harvey moeis sangka,2024-05-16,,Positif
2910,maling timah milik negara beli pesawat jet pribadi curi lahan pt timah tbk milik negara jual timah harga badan usaha milik negara mega korupsi libat urus negara maling jabat,2024-03-30,,Negatif
2911,kira hasil hina akun fufufafa milik gibran bukti simpul official lantik tanggal oktober lantik anggap coreng hormat negara satu republik indonesia pancasila indonesia pesta laku korupsikolusi tangkap,2024-09-12,Alone with the Alone,Negatif
2912,komisi berantas korupsi desak usut gus ipul khofifah korupsi bantu uang perintah kabupaten tulungagung selamat tonton timnas lawan australia malam,2024-09-10,,Negatif
2913,aduh sih komisi berantas korupsi periksa sunarto kait duga korupsi nila miliar rupiah masyarakat nilai buruk,2024-09-14,masih disini,Positif
2914,teka teki mut sih bakar aparatur sipil negara bapenda semarang iwan budi paulus rencana saksi korupsi sertifikat lahan iwan hilang saksi temu hangus kepala utas,2024-05-23,"Jawa Barat, Indonesia",Negatif
2915,oi kemarin bicara oi berantas korupsi ketua dewan pimpin cabang fakfak lapor korupsi main bareng lakotani ketua dewan pimpin cabang mu setor peties coba bela bilg berantas korupsi,2024-09-06,,Negatif
2916,gampang kaum intelligence quotient bakar kancut angkat terusmenerus gratifikasi libat kaesang korupsi nikel libat kahiyang ujar benci gibran prabowo via kaskus,2024-09-06,"Jakarta Selatan, DKI Jakarta",Negatif
2917,jokowi indikasi libat mega korupsi timah berani usut,2024-09-13,,Positif
2918,unjuk taring jaksa agung limpah korupsi pt indofarma kejat daerah khusus ibukota utas kelola uang pt indofarma tbk resmi limpah jaksa agung kejat daerah khusus ibukota jakarta lapor duga simpang,2024-09-17,United States,Positif
2919,anak panik jejak bacot kotor kaskus eksploitasi warganet anak purapura mati duga libat korupsi nikel bongkar anak bungsu umpet gara gara gratifikasi seruak publik keluarga bencana,2024-08-31,"Jakarta Selatan, DKI Jakarta",Negatif
2920,majelis hakim adil tindak pidana korupsi vonis mantan direktur pertamina galaila karen agustiawan penjara denda rupiah juta subsider penjara beli gas alam cair liquefied natural gas lng karen bukti sah,2024-06-25,,Negatif
2921,korupsi libat sosok crazy rich pantai indah kapuk pik helena lim suami artis sandra dewi harvey moeis bincang hangat tetap sangka langsung tahan jaksa agung ri rabu,2024-03-29,대전,Positif
2922,duga peluang persen retoris realisasi reda gejolak publik mas aman harap kasuskasus korupsi ungkap terang benderang,2024-09-17,,Negatif
2923,mantan menteri tani syahrul yasin limpo vonis penjara denda rupiah juta subsider penjara korupsi lingkung menteri tani syl bayar ganti rugi rupiah miliar dolar amerika serikat,2024-07-11,,Negatif
2924,hasil investigasi majalah tempo mul jatah kepala polisi republik indonesia jaksa agung kabinet perintah presiden prabowo maksud lindung anak mantu kroni jerat korupsi ya,2024-09-05,,Negatif
2925,fakta sidang muncul arah presiden jokowi kait korupsi bijih timah nila triliun rupiah jaksa tipikor klarifikasi,2024-09-12,Tangerang Raya,Positif
2926,kait korupsi pt timah aleg partai adil sejahtera jaksa terang perintah terang titik krusial korupsi timah rupiah triliun jadi sangka orang mulyanto,2024-09-13,"TB. Simatupang No. 82, Jakarta",Positif
2927,cabup cawabup karawang acep jamhur gina rekam jejak seram acep kasus hukum kejat jabar kait ruislag gina anak mantan bupati karawang adik swara libat korupsi from acep to orang tua gina,2024-09-15,,Negatif
2928,jenisjenis lindung saksi korban korupsi thread,2024-09-16,"Kota Yogyakarta, Yogyakarta",Negatif
2929,maki sandra dewi duga kuat nikmat uang haram hasil korupsi suami video ekslusif jaksa agung periksa artis sandra dewi korupsi timah periksa dalam rekening harvey moeis,2024-05-15,Indonesia,Positif
2930,triliun preman curi emas tanah orang preman tangkap polisi harun mas langgar lintas suap polisi bicara tolong bantu korupsi curi duit rakyat,2024-09-14,,Negatif
2931,berita panas guys prabowo lidi korupsi uni eropa kait beli pesawat bekas qatar janji potong persen sepakat dana kampanye pilih umum pantas saja ya dana jorjoran,2024-02-09,,Positif
2932,desa periksa oknum hakim maming tinjau mardani maming muncul duga kuat mafia adil komite rakyat anti korupsi keras desak komisi berantas korupsi periksa oknum hakim duga libat sidang,2024-09-14,,Negatif
2933,seret ton tamsil sidi korupsi sektor timah rugi negara rupiah triliun ton anggap peran aktif halang upaya sidi jaksa agung,2024-09-16,United States,Positif
2934,downfall kue kasih jabat dukung otak atik konstitusi biar anak terus kuasa korupsi menteri sudah habis korupsi titip kawan komisi berantas korupsi kena korupsi,2024-06-28,Bekasi,Negatif
2935,masyarakat dukung lindung saksi korban korupsi thread,2024-09-16,"Kota Yogyakarta, Yogyakarta",Negatif
2936,anggar bancak anggar digerogotin rusak bangsa korupsi jaksa sumatra utara tetap sangka duga tindak pidana korupsi dana bok dana ringan beban masyarakat biaya layan sehat puskesmas,2024-09-10,Indonesia,Positif
2937,ancam hadap saksi korban korupsi thread,2024-09-16,"Kota Yogyakarta, Yogyakarta",Negatif
2938,sok glad link oren mulyono grup ungkap coba cek sponsor persis solo korupsi sawit gede sekali libat usaha,2024-08-24,,Negatif
2939,hakhak saksi korban korupsi thread,2024-09-16,"Kota Yogyakarta, Yogyakarta",Negatif
2940,polresta bengkulu usut korupsi dana bantu operasional sekolah bos rupiah miliar duga orang laku polisi sebut hasil korupsi laku judi daring,2024-09-15,,Positif
2941,komisi pemelihan umum salah gerbang bobrok negara terima calon jabat mantansedang korupsi jahat jabat berbondongbondong korupsi komisi pemelihan umum remaja,2024-09-18,,Negatif
2942,komisi berantas korupsi komisi berantas korupsi geledah rumah dinas rumdin menteri desa bangun daerah tinggal transmigrasi mendes bangun daerah tinggal dan transmigrasi abdul halim iskandar ahi jumat september geledah cari bukti duga suap dana hibah pokmas,2024-09-10,,Negatif
2943,jaksa agung jaksa agung sebut nilai rugi negara akibat korupsi tata niaga timah wilayah izin usaha tambang izin usaha tambang pt timah capai rupiah triliun perkara timah hasil hitung lumayan fantastis,2024-05-29,,Positif
2944,jaksa agung ri limpah tahap ih berkas sangka barang bukti korupsi tata niaga komoditas timah wilayah izin usaha tambang izin usaha tambang pt timah tbk sangka limpah senin harvey moeis crazy rich helena,2024-07-22,,Positif
2945,hindar potensi black kampanye koruptor kado istimewa kotak suara utas jumat lihat tebaru fufufafa jaksa agung bilang ada calon kepala daerah pilih kepala daerah sangkut libat duga korupsi ayo simak,2024-09-13,United States,Positif
2946,korupsi saksi korban peran lindung hukum ada beda lindung saksi korban thread,2024-09-16,"Kota Yogyakarta, Yogyakarta",Negatif
2947,bilang tidak tidak tidak pikir situ baca deh saksi dindo bibi bu ayun kait duga korupsi timpa syahrul yasin limpo wdyt,2024-05-28,,Negatif
2948,panggil terang wooyyy lembaga tegak hukum pidana korupsi citra hancur sekali tebang pilih bubar lebih baik,2024-09-16,Bermuda Triangle,Negatif
2949,istirahat news selidik corruption investigation uni eropa kait beli pesawat bekas qatar harga aset bayar harga lambung ada korupsi dalam titik,2024-02-09,"Jawa Tengah, Indonesia",Negatif
2950,abdul gani kasuba mantan gubernur malu utara hadap tuntut jaksa tuntut komisi berantas korupsi komisi berantas korupsi hukum sembilan penjara denda rupiah juta korupsi suap gratifikasi,2024-09-05,,Negatif
2951,aktris sandra dewi protes jaksa agung sita tas mewah barang bukti duga korupsi harvey moeis korupsi tata niaga timah wilayah izin usaha tambang pt timah tbk tastas hasil keringat sekolah dasar sandra,2024-07-23,,Positif
2952,komisi berantas korupsi era jokowi fokus konsisten usut korupsi kalang oposisi jabat perintah politis partai puncak labubu pssi tong tji anindya bakrie tabrak thailand,2024-09-16,,Negatif
2953,postingan korupsi pon papua ada komen ooooh ada habis selesai pon kafe buka ya cuci dana realisasi,2024-09-11,,Negatif
2954,sopir direktur usaha gajiapes jujur aku,2024-09-12,Jakarta Capital Region,Negatif
2955,imp berani usut korupsi keluarga,2024-09-16,Qatar,Negatif
2956,mantan anggota iii badan periksa uang achsanul qosasi vonis denda rupiah juta korupsi sedia bts infrastruktur dukung bakti kominfo jatuh pidana dakwa achsanul qosasi pidana,2024-06-21,,Positif
2957,jaksa agung sita aset milik harvey moies tahan kait korupsi tata niaga timah sidik sita mobil jenis rolls royce mini cooper countryman lexus toyota vellfire elektronik kumpul dokumen jam tangan,2024-04-25,,Positif
2958,oligarki partai komunis indonesia brutal menteri arah korupsi jadi sandera politik suruh sentuh penjara menteri nya september,2024-09-16,,Negatif
